TOI,,TESS Disposition,TFOPWG Disposition,t0,t0_err,period,p_err,radius,r_err,st_mass,ecc,e_err,mass,m_err,inc,i_err,multi,Comments
3192,1,PC,PC,2458623.598,0.0024856,2.2350716,0.0003991,22.7462,1.12005,1.56,0,0,,,89,0.2,0,found in faint-star QLP search
3193,1,PC,PC,2458623.316,0.0048786,2.3019268,0.0009268,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3194,1,PC,PC,2458623.076,0.0087038,3.6174873,0.0022051,9.86179,,0.7,0,0,,,89,0.2,0,found in faint-star QLP search
3195,1,PC,PC,2458622.985,0.0035036,0.6677726,0.0001659,16.4147,1.45163,1.48,0,0,,,89,0.2,0,found in faint-star QLP search
3196,1,PC,PC,2458614.497,0.0020389,4.9816296,0.0018854,9.46251,0.625257,1.01,0,0,,,89,0.2,0,found in faint-star QLP search
3197,1,PC,PC,2458623.464,0.0032174,2.1972485,0.0005637,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3198,1,PC,PC,2458620.902,0.0012684,2.1268157,0.0002174,13.7276,0.841169,1.03,0,0,,,89,0.2,0,found in faint-star QLP search
3199,1,PC,PC,2458623.421,0.0038908,0.6755314,0.0001679,11.0029,,0.94,0,0,,,89,0.2,0,found in faint-star QLP search; low SNR
3200,1,PC,PC,2458612.285,0.00164,6.3076104,0.0012709,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3201,1,PC,PC,2458622.264,0.0049905,2.3648698,0.0007631,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3202,1,PC,PC,2458623.779,0.0054159,1.5163257,0.0004897,6.00594,0.574418,1.05,0,0,,,89,0.2,0,found in faint-star QLP search
3203,1,PC,PC,2458620.04,0.0042707,4.2478816,0.0020863,12.5778,1.06614,1.51,0,0,,,89,0.2,0,found in faint-star QLP search
3204,1,PC,PC,2458617.027,0.0034393,4.0435019,0.0014931,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3205,1,PC,PC,2458622.746,0.0010379,1.2366877,0.0001034,9.63769,1.99148,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3206,1,PC,PC,2458620.515,0.0060656,1.9402399,0.0009747,15.8465,1.09028,2.01,0,0,,,89,0.2,0,found in faint-star QLP search
3207,1,PC,PC,2458622.951,0.0060144,4.0996465,0.0008484,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3208,1,PC,PC,2458620.402,0.0069569,2.3566575,0.0006022,11.6084,,1.86,0,0,,,89,0.2,0,found in faint-star QLP search
3209,1,PC,PC,2458623.145,0.0072892,1.3501717,0.0003678,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3210,1,PC,PC,2458621.879,0.0019319,2.2362686,0.0001729,19.2189,1.52522,1.5,0,0,,,89,0.2,0,found in faint-star QLP search
3211,1,PC,PC,2458679.636,0.0014546,3.5948606,0.0001152,11.6667,0.641605,1.16,0,0,,,89,0.2,0,found in faint-star QLP search
3212,1,PC,PC,2458623.631,0.0022571,4.1946124,0.0002883,12.7645,,0.71,0,0,,,89,0.2,0,found in faint-star QLP search
3213,1,PC,PC,2458621.059,0.002909,2.5404165,0.0006127,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3214,1,PC,PC,2458616.04,0.0038599,5.7729501,0.0027796,14.2077,2.24846,1.1,0,0,,,89,0.2,0,found in faint-star QLP search
3215,1,PC,PC,2458622.19,0.0045874,1.2011849,0.000203,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3216,1,PC,PC,2458622.253,0.0097369,2.6991103,0.000966,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3218,1,PC,PC,2458621.535,0.0046527,3.3683715,0.0012581,14.6174,1.03151,1.03,0,0,,,89,0.2,0,found in faint-star QLP search
3219,1,PC,PC,2458619.743,0.0042547,3.2965299,0.0005208,17.4652,1.04468,1.58,0,0,,,89,0.2,0,found in faint-star QLP search
3220,1,PC,PC,2458622.543,0.0060072,7.4239508,0.0025042,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3221,1,PC,PC,2458622.243,0.0037137,0.8968745,0.0001146,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3222,1,PC,PC,2458616.505,0.003843,5.632236,0.0005534,12.2765,0.675666,1.29,0,0,,,89,0.2,0,found in faint-star QLP search
3223,1,PC,PC,2458617.377,0.0020857,4.6342981,0.0008823,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3224,1,PC,PC,2458621.784,0.0030963,2.8302351,0.0005911,17.8466,,1.14,0,0,,,89,0.2,0,found in faint-star QLP search
3225,1,PC,PC,2458643.595,0.0187781,9.153688,0.0049873,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3226,1,PC,PC,2458620.017,0.0086817,2.3735506,0.0009098,7.37326,,0.74,0,0,,,89,0.2,0,found in faint-star QLP search
3227,1,PC,PC,2458608.855,0.0053418,8.9466535,0.0031231,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3228,1,PC,PC,2458622.535,0.0026893,1.8121477,0.0001684,16.6082,1.10451,1.2,0,0,,,89,0.2,0,found in faint-star QLP search
3229,1,PC,PC,2458615.02,0.0048503,5.2112308,0.001274,18.6314,,2.12,0,0,,,89,0.2,0,found in faint-star QLP search
3230,1,PC,PC,2458622.203,0.001128,1.820028,0.0001598,11.2444,0.786684,0.83,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3231,1,PC,PC,2458621.123,0.0029795,2.1739624,0.0002759,18.4501,1.26117,1.76,0,0,,,89,0.2,0,found in faint-star QLP search
3232,1,PC,PC,2458621.03,0.0068847,3.3898234,0.0006084,14.9878,1.53379,1.14,0,0,,,89,0.2,0,found in faint-star QLP search
3233,1,PC,PC,2458623.122,0.0032306,0.9786295,0.0001213,16.8365,1.29701,1.52,0,0,,,89,0.2,0,found in faint-star QLP search
3234,1,PC,PC,2458615.092,0.0011513,10.7010206,0.0004779,18.75,0.945218,,0,0,,,89,0.2,0,found in faint-star QLP search
3235,1,PC,PC,2458619.248,0.0003975,2.5927363,0.0000905,10.4623,0.411151,0.359832,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3237,1,PC,PC,2458618.506,0.0012969,3.0270335,0.0004497,22.1912,,1.41,0,0,,,89,0.2,0,found in faint-star QLP search
3238,1,PC,PC,2458619.089,0.0024722,3.224746,0.0006871,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3239,1,PC,PC,2458621.942,0.0049693,2.2290958,0.0009706,14.0879,,1.07,0,0,,,89,0.2,0,found in faint-star QLP search
3240,1,PC,PC,2458616.777,0.001554,3.8595547,0.0006218,10.2484,0.758758,0.86,0,0,,,89,0.2,0,found in faint-star QLP search
3241,1,PC,PC,2458613.211,0.0004744,6.8379451,0.0003526,18.0337,0.932136,1.08,0,0,,,89,0.2,0,found in faint-star QLP search
3242,1,PC,PC,2458618.188,0.0030098,3.0000357,0.001092,14.6482,0.908877,1.42,0,0,,,89,0.2,0,found in faint-star QLP search
3243,1,PC,PC,2458620.657,0.0011391,2.0517062,0.0002163,13.9726,0.722613,,0,0,,,89,0.2,0,found in faint-star QLP search; raw light curve also shows transits from a nearby object (likely an EB)
3244,1,PC,PC,2458620.952,0.0047634,4.6606892,0.0017508,21.5363,1.43902,2.15,0,0,,,89,0.2,0,found in faint-star QLP search
3245,1,PC,PC,2458618.746,0.0019933,2.8971879,0.0005505,18.0522,1.04974,1.28,0,0,,,89,0.2,0,found in faint-star QLP search
3246,1,PC,PC,2458617.537,0.0015353,4.3184505,0.0009315,20.0699,7.17578,1.04,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3247,1,PC,PC,2458614.96,0.0046432,5.3284049,0.0037187,17.4016,2.19013,1.14,0,0,,,89,0.2,0,found in faint-star QLP search
3248,1,PC,PC,2458620.951,0.0029444,3.2778923,0.0007434,12.3749,0.770475,0.98,0,0,,,89,0.2,0,found in faint-star QLP search
3249,1,PC,PC,2458620.911,0.0051296,3.2457284,0.0014798,12.9681,,0.98,0,0,,,89,0.2,0,found in faint-star QLP search
3250,1,PC,PC,2458621.984,0.001274,3.2800191,0.000359,11.429,0.853866,1.02,0,0,,,89,0.2,0,found in faint-star QLP search
3251,1,PC,PC,2458620.75,0.0036201,2.0680295,0.000719,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3252,1,PC,PC,2458619.607,0.0023069,4.3619499,0.0008015,8.81262,0.619718,0.84,0,0,,,89,0.2,0,found in faint-star QLP search
3253,1,PC,FP,2458619.606,0.0022976,4.3622356,0.0008529,11.0608,,0.7,0,0,,,89,0.2,0,found in faint-star QLP search
3254,1,PC,PC,2458620.539,0.0016414,1.6837622,0.0002395,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3255,1,PC,PC,2458622.731,0.0030181,2.2465319,0.0004759,7.76649,,0.68,0,0,,,89,0.2,0,found in faint-star QLP search
3256,1,PC,PC,2459139.462,0.0025419,6.3096108,0.0000388,6.32346,0.360646,1.05,0,0,,,89,0.2,0,found in faint-star QLP search
3257,1,PC,FP,2459356.442,0.0017639,2.5336422,0.000009,29.183,,1.12,0,0,,,89,0.2,0,found in faint-star QLP search; TFOP FP; retired as EB
3258,1,PC,PC,2458682.266,0.0044536,1.2278465,0.0001044,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3259,1,PC,PC,2458621.772,0.0027049,3.4464432,0.0007134,11.7307,0.733897,1,0,0,,,89,0.2,0,found in faint-star QLP search
3260,1,PC,PC,2459113.502,0.0027374,11.4519176,0.0000657,8.16672,0.509727,1.19,0,0,,,89,0.2,0,found in faint-star QLP search; CTOI from Montalto et al (2020)
3261,1,PC,PC,2459112.397,0.0012631,0.8831279,0.0000024,4.18389,0.279735,0.87,0,0,,,89,0.2,0,found in faint-star QLP search
3262,1,PC,PC,2459078.684,0.0009492,12.8770898,0.0000263,10.2485,0.636913,1.09,0,0,,,89,0.2,0,found in faint-star QLP search
3263,1,PC,PC,2459051.811,0.0031621,5.6155837,0.0000636,7.87868,0.462072,1.11,0,0,,,89,0.2,0,found in faint-star QLP search
3264,1,PC,PC,2459057.26,0.001376,3.3133491,0.0000196,14.7466,0.788645,1.42,0,0,,,89,0.2,0,found in faint-star QLP search
3265,1,PC,PC,2459060.244,0.0018611,3.3792968,0.0000235,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3266,1,PC,PC,2459053.758,0.0013625,3.7462787,0.000015,9.77973,,,0,0,,,89,0.2,0,found in faint-star QLP search
3267,1,PC,PC,2459060.509,0.0021656,2.7674682,0.0000185,11.0509,0.662179,1.07,0,0,,,89,0.2,0,found in faint-star QLP search
3268,1,PC,PC,2459059.248,0.0009737,1.8641301,0.0000061,6.86616,0.464478,0.91,0,0,,,89,0.2,0,found in faint-star QLP search
3269,1,PC,PC,2459055.099,0.0021601,4.1320394,0.0000224,3.63764,0.691338,,0,0,,,89,0.2,0,found in faint-star QLP search
3270,1,PC,PC,2459048.015,0.001712,6.475067,0.0000455,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3271,1,PC,PC,2459052.565,0.0011058,4.1394473,0.0000165,12.776,,,0,0,,,89,0.2,0,found in faint-star QLP search
3272,1,PC,PC,2459059.804,0.0023995,3.146757,0.0000214,12.0557,,0.88,0,0,,,89,0.2,0,found in faint-star QLP search
3273,1,PC,PC,2459052.958,0.0011869,4.2955192,0.0000155,13.6703,0.705699,1.06,0,0,,,89,0.2,0,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
3274,1,PC,PC,2459056.461,0.0017815,2.9075077,0.0000232,12.0308,0.730569,1.02,0,0,,,89,0.2,0,found in faint-star QLP search
3275,1,PC,PC,2459027.741,0.0169944,20.5020769,0.0009525,11.7145,,0.71,0,0,,,89,0.2,0,found in faint-star QLP search
3276,1,PC,PC,2459048.054,0.0009853,7.0327412,0.0000283,11.4154,0.713274,0.83,0,0,,,89,0.2,0,found in faint-star QLP search
3277,1,PC,PC,2459058.439,0.0003132,1.5265889,0.0000018,12.3611,0.845252,0.8,0,0,,,89,0.2,0,found in faint-star QLP search
3278,1,PC,PC,2458680.815,0.0038264,3.2464257,0.0013149,12.7086,,1.02,0,0,,,89,0.2,0,found in faint-star QLP search
3279,1,PC,PC,2459059.812,0.0011704,0.4191361,0.0000012,7.76524,1.10624,0.99,0,0,,,89,0.2,0,found in faint-star QLP search
3280,1,PC,PC,2459054.05,0.0033076,3.8348994,0.0000451,10.5061,,1.06,0,0,,,89,0.2,0,found in faint-star QLP search
3281,1,PC,PC,2459052.424,0.0038864,9.3108074,0.0001245,10.1812,0.583801,1.21,0,0,,,89,0.2,0,found in faint-star QLP search
3282,1,PC,APC,2459056.307,0.0012663,2.9478339,0.0000153,18.9265,6.14706,1.23,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3283,1,PC,PC,2459055.629,0.0008702,3.502221,0.0000107,14.1347,0.772629,1.1,0,0,,,89,0.2,0,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
3284,1,PC,PC,2459059.423,0.0023307,0.8102219,0.0000062,7.01523,0.987824,1.25,0,0,,,89,0.2,0,found in faint-star QLP search
3285,1,PC,PC,2459058.995,0.0011386,2.7022764,0.0000107,15.3559,0.811737,1.1,0,0,,,89,0.2,0,found in faint-star QLP search
3286,1,PC,PC,2459060.316,0.0007187,2.0325685,0.0000051,11.846,0.831526,0.82,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3287,1,PC,PC,2459055.336,0.0011826,2.7176413,0.000012,17.2275,,1.36,0,0,,,89,0.2,0,found in faint-star QLP search
3288,1,PC,PC,2459057.731,0.0004431,1.4338615,0.0000023,12.3818,0.429787,0.641966,0,0,,,89,0.2,0,found in faint-star QLP search
3289,1,PC,PC,2459059.528,0.002423,1.4259934,0.0000123,12.6369,0.957302,1.09,0,0,,,89,0.2,0,found in faint-star QLP search
3290,1,PC,FP,2459059.767,0.001753,3.910946,0.000029,10.6878,0.617883,1,0,0,,,89,0.2,0,found in faint-star QLP search
3291,1,PC,PC,2458672.602,0.0020743,9.0653768,0.0020656,9.03928,,,0,0,,,89,0.2,0,found in faint-star QLP search
3292,1,PC,PC,2458674.618,0.005473,4.253182,0.0034384,12.9711,,1.01,0,0,,,89,0.2,0,found in faint-star QLP search
3293,1,PC,PC,2458679.954,0.0041265,2.589659,0.0008789,14.9823,,1.4,0,0,,,89,0.2,0,found in faint-star QLP search
3294,1,PC,PC,2458680.361,0.0015075,2.5658729,0.0002602,14.4803,0.641276,,0,0,,,89,0.2,0,found in faint-star QLP search
3295,1,PC,PC,2458676.06,0.0037362,3.4379994,0.0010391,13.3167,,1.19,0,0,,,89,0.2,0,found in faint-star QLP search
3296,1,PC,PC,2458678.205,0.0030293,5.9493696,0.0012285,11.8844,0.715727,0.99,0,0,,,89,0.2,0,found in faint-star QLP search
3297,1,PC,PC,2458681.61,0.00249,3.9347905,0.0003303,14.3436,,1.19,0,0,,,89,0.2,0,found in faint-star QLP search
3298,1,PC,PC,2458680.248,0.0015308,3.0539792,0.0003555,16.7982,1.28849,1.15,0,0,,,89,0.2,0,found in faint-star QLP search
3299,1,PC,PC,2458676.816,0.0053442,2.9264345,0.001539,6.98436,,0.86,0,0,,,89,0.2,0,found in faint-star QLP search
3300,1,PC,PC,2458672.274,0.0052423,6.6929528,0.0018297,8.92314,0.570992,1.08,0,0,,,89,0.2,0,found in faint-star QLP search
3301,1,PC,PC,2458672.23,0.0045036,5.4510634,0.0010365,11.3004,0.697331,1.03,0,0,,,89,0.2,0,found in faint-star QLP search
3302,1,PC,PC,2458679.246,0.0026138,1.5573761,0.0001354,9.92527,0.718526,0.99,0,0,,,89,0.2,0,found in faint-star QLP search
3303,1,PC,PC,2458678.18,0.0019612,8.6159869,0.0016507,14.5992,0.83183,1.69,0,0,,,89,0.2,0,found in faint-star QLP search
3304,1,PC,PC,2458679.359,0.0034927,3.493872,0.0009052,12.1116,0.791469,1.1,0,0,,,89,0.2,0,found in faint-star QLP search
3305,1,PC,PC,2458679.379,0.000986,2.025562,0.0001419,11.7612,0.847553,0.91,0,0,,,89,0.2,0,found in faint-star QLP search
3306,1,PC,FP,2458681.293,0.0021244,3.8784766,0.0003084,8.15848,0.497443,0.99,0,0,,,89,0.2,0,found in faint-star QLP search
3307,1,PC,PC,2458681.294,0.0021706,3.8784358,0.0002987,11.8812,,1,0,0,,,89,0.2,0,found in faint-star QLP search
3308,1,PC,APC,2458682.085,0.0020696,0.7614978,0.0001007,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3309,1,PC,PC,2458678.645,0.0020912,7.4850934,0.0015791,12.1274,0.750105,0.91,0,0,,,89,0.2,0,found in faint-star QLP search
3310,1,PC,PC,2458681.99,0.0026571,1.3826002,0.0002606,15.0143,,1.27,0,0,,,89,0.2,0,found in faint-star QLP search
3311,1,PC,PC,2458676.432,0.0042643,4.848069,0.0021327,8.17996,,0.98,0,0,,,89,0.2,0,found in faint-star QLP search
3312,1,PC,PC,2458672.499,0.0015494,5.3890264,0.0013376,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3313,1,PC,FP,2459384.957,0.0049641,2.128423,0.0000203,,,,0,0,,,89,0.2,0,found in faint-star QLP search; retired as TFOP FP/EB
3314,1,PC,PC,2458679.635,0.0020283,1.3677581,0.0002321,11.144,0.770331,,0,0,,,89,0.2,0,found in faint-star QLP search
3315,1,PC,PC,2458674.518,0.0014927,5.2330675,0.0004257,12.8388,0.684058,1.27,0,0,,,89,0.2,0,found in faint-star QLP search
3316,1,PC,PC,2458677.463,0.0027819,4.0674653,0.0005041,10.2524,,1.04,0,0,,,89,0.2,0,found in faint-star QLP search
3317,1,PC,PC,2458676.561,0.0023989,2.9514023,0.0004624,16.3266,0.923796,1.16,0,0,,,89,0.2,0,found in faint-star QLP search
3318,1,PC,PC,2458679.413,0.0021871,12.8844328,0.0010435,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3319,1,PC,FP,2458681.713,0.0027233,0.5438807,0.0000438,6.46581,,0.9,0,0,,,89,0.2,0,found in faint-star QLP search
3320,1,PC,PC,2458679.027,0.0056998,2.6270783,0.0004246,13.0508,0.953354,1.42,0,0,,,89,0.2,0,found in faint-star QLP search
3321,1,PC,PC,2458681.489,0.000529,3.6525305,0.0000752,14.7302,0.716888,1.08,0,0,,,89,0.2,0,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
3322,1,PC,PC,2458681.718,0.0022436,1.0571114,0.0000728,11.5003,1.09988,1.24,0,0,,,89,0.2,0,found in faint-star QLP search
3323,1,PC,FP,2458679.116,0.0018737,3.0222724,0.0004661,11.4515,2.53052,0.74,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3324,1,PC,PC,2458678.758,0.0035241,2.808931,0.0007739,14.799,3.55649,1.06,0,0,,,89,0.2,0,found in faint-star QLP search
3325,1,PC,PC,2458681.769,0.004247,4.2698646,0.0012216,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3326,1,PC,PC,2458681.133,0.001265,1.0664558,0.0000503,14.8198,,1.07,0,0,,,89,0.2,0,found in faint-star QLP search
3327,1,PC,PC,2458680.012,0.0035402,4.1805026,0.0009853,13.0245,0.760811,1.17,0,0,,,89,0.2,0,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
3328,1,PC,PC,2458676.648,0.0104713,10.1932279,0.0045004,5.45159,0.380079,1.03,0,0,,,89,0.2,0,found in faint-star QLP search
3329,1,PC,PC,2458677.713,0.000843,5.0648607,0.0001467,13.4126,0.607154,1.29,0,0,,,89,0.2,0,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
3330,1,PC,PC,2458680.421,0.0016121,1.0814697,0.0001332,17.3004,1.11953,1.22,0,0,,,89,0.2,0,found in faint-star QLP search
3331,1,PC,PC,2458681.487,0.0017706,2.0184824,0.0002543,11.6284,0.691486,0.98,0,0,,,89,0.2,0,found in faint-star QLP search
3333,1,PC,PC,2458674.781,0.0083687,3.9823479,0.003558,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3334,1,PC,PC,2458680.863,0.0020222,1.9242952,0.0002792,16.9815,0.94611,1.25,0,0,,,89,0.2,0,found in faint-star QLP search
3335,1,PC,PC,2458682.074,0.0032864,2.265394,0.000567,12.6882,1.03445,0.98,0,0,,,89,0.2,0,found in faint-star QLP search; CTOI from Bouma et al
3336,1,PC,PC,2458681.503,0.0020792,10.1822686,0.0028618,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3337,1,PC,PC,2458680.072,0.002013,1.2434918,0.0002102,12.0356,,1.13,0,0,,,89,0.2,0,found in faint-star QLP search
3338,1,PC,PC,2458679.234,0.0031262,1.4895326,0.0003692,10.8911,1.98708,1.19,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3339,1,PC,PC,2458682.102,0.0025409,3.746753,0.0006571,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3340,1,PC,APC,2458658.734,0.0012961,11.9739563,0.0019346,15.9027,,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3341,1,PC,PC,2458677.992,0.0029635,8.6344543,0.0021212,12.4573,0.826202,1.12,0,0,,,89,0.2,0,found in faint-star QLP search
3342,1,PC,PC,2458678.849,0.001759,5.9712429,0.0003987,12.2136,0.637166,1.03,0,0,,,89,0.2,0,found in faint-star QLP search
3343,1,PC,PC,2458680.476,0.0059398,2.3651663,0.0010118,19.4747,,1.04,0,0,,,89,0.2,0,found in faint-star QLP search
3344,1,PC,PC,2458678.654,0.0037195,3.2229781,0.0011213,14.58,2.97346,0.962,0,0,,,89,0.2,0,found in faint-star QLP search
3345,1,PC,PC,2458681.029,0.0044973,2.1942287,0.0006881,21.3844,,1.62,0,0,,,89,0.2,0,found in faint-star QLP search
3346,1,PC,PC,2458681.381,0.0034428,4.8692603,0.0013765,6.32448,1.96147,0.68,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3347,1,PC,FP,2459251.479,0.0049958,3.0591641,0.0000276,7.01214,0.460945,1.21,0,0,,,89,0.2,0,found in faint-star QLP search
3348,1,PC,PC,2459250.961,0.0028754,2.6156239,0.000012,4.05281,0.214842,,0,0,,,89,0.2,0,found in faint-star QLP search
3349,1,PC,APC,2459225.652,0.0013003,2.0272642,0.0000064,13.445,1.05548,1.392,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3350,1,PC,PC,2459302.42,0.0026751,2.2358979,0.0000114,2.90907,0.24634,0.77,0,0,,,89,0.2,0,potential L1 candidate; possible secondary
3351,1,PC,PC,2459327.236,0.0005666,4.3115751,0.0001119,14.8078,0.677367,1.45,0,0,,,89,0.2,0,
3352,1,PC,PC,2459349.884,0.0072469,13.8198473,0.0001682,2.95238,0.215632,0.99,0,0,,,89,0.2,0,possible centroid shift; low SNR
3353,1,PC,PC,2459380.962,0.0010042,4.665796518,4.07E-06,2.666755519,0.23077604,1,0,0,,,89,0.2,1,M-shaped transit due to detrending issues with stellar variability; not synchronized; centroid offset of less than ~1 pixel; multi candidate
3353,2,PC,PC,2459374.197,0.0015414,8.8175652,0.0000282,2.33277,0.123348,1,0,0,,,89,0.2,1,SG1 should clear neighbor TIC 391903066. Possible multi.
3354,1,PC,PC,2459288.038,0.0060462,46.3810093,0.0005605,4.82681,0.272953,1.24,0,0,,,89,0.2,0,slight centroid offset and some depth-aperture correlation
3355,1,PC,PC,2459330.827,0.0072008,15.6599766,0.000219,2.21102,0.160163,1.22,0,0,,,89,0.2,0,low SNR
3356,1,PC,PC,2459136.464,0.0029666,2.9122454,0.000017,5.08343,0.341509,0.97,0,0,,,89,0.2,0,found in faint-star QLP search
3357,1,PC,FP,2459229.684,0.001988834,2.653577693,0.000382597,6.685956001,2.0409603,1.94,0,0,,,89,0.2,0,centroid plot failed
3358,1,PC,FP,2459296.556,0.0022374,8.8088443,0.0000358,10.7596,0.583036,2.06,0,0,,,89,0.2,0,possible centroid shift to E
3359,1,PC,PC,2459318.268,0.0111397,15.8116085,0.0003108,2.2191,0.151326,1.06,0,0,,,89,0.2,0,potential L1; possible slight centroid offset to W
3360,1,PC,APC,2459296.8,0.001605,16.7375044,0.0000559,16.0108,1.01737,1.35,0,0,,,89,0.2,0,
3361,1,PC,APC,2459293.125,0.0005181,10.5634342,0.0000126,12.1545,1.03408,0.75,0,0,,,89,0.2,0,v-shaped
3362,1,PC,CP,2459307.432,0.0017218,18.0954753,0.0000662,11.902,0.644243,1.38,0,0,,,89,0.2,0,crowded field; possible unrelated dip at TBJD ~ 2291
3363,1,PC,PC,2459286.773,0.0059685,9.7431513,0.000102,,,,0,0,,,89,0.2,0,B9 host; possibly a large planet
3364,1,PC,PC,2459296.688,0.0007508,5.8768877,0.0000114,12.1687,0.620023,1.04,0,0,,,89,0.2,0,crowded field
3365,1,PC,PC,2459302.409,0.0008475,5.3928876,0.0000402,11.705,0.597149,1.1,0,0,,,89,0.2,0,crowded field
3366,1,PC,PC,2459328.323,0.0010419,8.456269,0.0000169,16.5212,,,0,0,,,89,0.2,0,4-sigma odd-even; v-shaped
3367,1,PC,PC,2459301.919,0.0045201,3.7493233,0.0000274,,,,0,0,,,89,0.2,0,no stellar parameters
3368,1,PC,PC,2459276.067,0.0060184,7.2611991,0.0000863,15.4357,5.05852,1.42,0,0,,,89,0.2,0,found in faint-star QLP search
3369,1,PC,FP,2459278.825,0.0032251,3.5463582,0.0000197,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3370,1,PC,PC,2459278.29,0.0029492,2.3506831,0.0000123,6.39563,0.352356,1.37,0,0,,,89,0.2,0,found in faint-star QLP search
3371,1,PC,PC,2459276.497,0.0029802,3.5069396,0.0000192,10.0896,,,0,0,,,89,0.2,0,found in faint-star QLP search
3372,1,PC,FP,2459273.405,0.0025831,11.0701242,0.0000649,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3373,1,PC,PC,2459269.312,0.0050645,6.534605,0.0000591,12.2512,0.940269,1.05,0,0,,,89,0.2,0,found in faint-star QLP search
3374,1,PC,PC,2459251.491,0.0008948,2.6543295,0.0000043,23.745,,1.73,0,0,,,89,0.2,0,found in faint-star QLP search
3375,1,PC,FP,2459279.832,0.0045956,1.2368321,0.0000105,7.3968,0.583536,1.15,0,0,,,89,0.2,0,found in faint-star QLP search
3376,1,PC,PC,2459271.005,0.006425,4.7260751,0.0000519,14.7931,,1.65,0,0,,,89,0.2,0,potential weak secondary at phase 0.5; found in faint-star QLP search
3377,1,PC,FP,2459278.383,0.0015559,0.5241284,0.0000021,16.7968,7.37714,1.06,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3378,1,PC,PC,2459275.474,0.002511,2.6101478,0.0000112,13.4197,0.704563,1.67,0,0,,,89,0.2,0,found in faint-star QLP search
3379,1,PC,PC,2459250.615,0.0023799,1.6117444,0.0000058,6.63491,0.421165,1.128,0,0,,,89,0.2,0,found in faint-star QLP search
3380,1,PC,APC,2459249.847,0.0075393,2.0086823,0.0000242,7.75485,,,0,0,,,89,0.2,0,found in faint-star QLP search
3381,1,PC,PC,2459252.697,0.0031875,3.3630421,0.0000165,20.7277,,1.1,0,0,,,89,0.2,0,found in faint-star QLP search
3382,1,PC,PC,2459252.368,0.0017481,4.4575332,0.000017,12.6057,0.656022,1.25,0,0,,,89,0.2,0,found in faint-star QLP search
3383,1,PC,PC,2459278.358,0.0025105,9.7327432,0.0000434,14.0294,1.06994,1.24,0,0,,,89,0.2,0,found in faint-star QLP search
3384,1,PC,PC,2459277.024,0.0015386,1.8592079,0.0000063,16.4056,2.18195,1.63,0,0,,,89,0.2,0,found in faint-star QLP search
3385,1,PC,FP,2459274.969,0.0027424,2.2623261,0.0000114,4.86815,0.341372,1.04,0,0,,,89,0.2,0,found in faint-star QLP search
