TOI,,TESS Disposition,TFOPWG Disposition,t0,t0_err,period,p_err,radius,r_err,st_mass,ecc,e_err,mass,m_err,inc,i_err,multi,Comments
3386,1,PC,PC,2458540.327,0.0053967,0.8855539,0.0001508,5.05228,0.606624,1.31,0,0,,,89,0.2,0,found in faint-star QLP search
3387,1,PC,PC,2459248.724,0.0018111,2.7678404,0.0000104,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3388,1,PC,FP,2458541.414,0.0100479,0.845657,0.0002605,8.90314,,,0,0,,,89,0.2,0,found in faint-star QLP search
3389,1,PC,PC,2459278.794,0.0021108,1.680148,0.0000059,9.76407,0.62366,1.2,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3390,1,PC,APC,2459278.561,0.0013473,5.4033373,0.0000151,18.9875,0.739532,,0,0,,,89,0.2,0,found in faint-star QLP search
3391,1,PC,PC,2458540.778,0.0067142,4.7093723,0.0010547,18.6237,,1.46,0,0,,,89,0.2,0,found in faint-star QLP search
3392,1,PC,FP,2459278.729,0.0032416,1.1104301,0.000006,,,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3393,1,PC,PC,2458538.389,0.0035516,5.2059716,0.0006831,11.1254,,1.19,0,0,,,89,0.2,0,found in faint-star QLP search
3394,1,PC,PC,2459276.408,0.0028513,7.8373997,0.0000463,7.62042,0.448041,1.43,0,0,,,89,0.2,0,found in faint-star QLP search
3395,1,PC,PC,2459248.381,0.0018862,3.2730247,0.0000118,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3396,1,PC,PC,2459269.601,0.0016721,6.4708153,0.0000217,18.8439,0.911929,1.47,0,0,,,89,0.2,0,found in faint-star QLP search
3397,1,PC,PC,2459248.509,0.0026846,3.6250244,0.0000163,6.80665,0.356151,0.610723,0,0,,,89,0.2,0,found in faint-star QLP search
3398,1,PC,PC,2459279.444,0.0051325,6.2106672,0.0000558,7.16278,2.6726,0.741,0,0,,,89,0.2,0,found in faint-star QLP search
3399,1,PC,FP,2458540.492,0.0077846,2.642447,0.0007137,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3400,1,PC,PC,2459252.997,0.000693,3.8036198,0.0000045,22.1057,1.05506,1.31,0,0,,,89,0.2,0,found in faint-star QLP search
3401,1,PC,PC,2459275.592,0.0015414,3.6689529,0.0000102,13.2074,,1,0,0,,,89,0.2,0,found in faint-star QLP search
3402,1,PC,FP,2459250.856,0.0050446,3.4714171,0.0000278,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3403,1,PC,PC,2459262.093,0.0008087,11.2205176,0.000019,18.076,,,0,0,,,89,0.2,0,found in faint-star QLP search
3404,1,PC,PC,2459276.823,0.0009618,2.5087868,0.0000042,12.9918,0.652896,1.22,0,0,,,89,0.2,0,found in faint-star QLP search
3405,1,PC,PC,2459244.498,0.0020337,6.1458884,0.0000217,18.4029,,1.62,0,0,,,89,0.2,0,found in faint-star QLP search
3406,1,PC,PC,2459279.36,0.0018349,2.623354,0.0000079,16.3338,0.913873,1.3,0,0,,,89,0.2,0,found in faint-star QLP search
3407,1,PC,PC,2459251.754,0.0036428,1.3847905,0.0000081,11.9783,1.12612,,0,0,,,89,0.2,0,found in faint-star QLP search
3408,1,PC,PC,2459249.62,0.0022353,15.8346011,0.0000716,16.7304,,1.02,0,0,,,89,0.2,0,may be a secondary; potential V-shaped primary or second planet single transit at 2244 days; found in faint-star QLP search
3409,1,PC,PC,2459278.416,0.0041879,7.7605254,0.0000819,4.92551,0.31777,1.13,0,0,,,89,0.2,0,found in faint-star QLP search
3410,1,PC,PC,2459273.34,0.0007271,3.9791023,0.0000052,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3411,1,PC,PC,2459242.489,0.0023895,7.0628019,0.0000255,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3412,1,PC,PC,2459278.64,0.0015042,3.1405783,0.0000086,11.93,0.90923,1,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3413,1,PC,PC,2459245.87,0.002524,4.7114264,0.0000183,15.6522,5.44226,2.02,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3414,1,PC,PC,2459272.51,0.0039,9.7355768,0.000075,9.29033,0.525245,1.22,0,0,,,89,0.2,0,found in faint-star QLP search
3415,1,PC,PC,2459247.848,0.0023248,3.5714448,0.0000175,18.4074,2.38449,1.09,0,0,,,89,0.2,0,found in faint-star QLP search
3416,1,PC,PC,2459277.156,0.0021959,2.3626917,0.0000082,14.4588,0.80143,2.07,0,0,,,89,0.2,0,found in faint-star QLP search
3417,1,PC,PC,2459279.352,0.0010037,2.7194615,0.0000052,12.4906,,0.95,0,0,,,89,0.2,0,found in faint-star QLP search
3418,1,PC,PC,2458539.31,0.0026629,7.3043212,0.0006773,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3419,1,PC,PC,2459265.191,0.0017566,7.9969538,0.0000245,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3420,1,PC,FP,2458540.862,0.0083122,1.5971426,0.0004152,7.98964,0.593331,1.22,0,0,,,89,0.2,0,found in faint-star QLP search
3421,1,PC,PC,2459248.382,0.0049705,2.8389301,0.0000235,16.9204,,1.59,0,0,,,89,0.2,0,found in faint-star QLP search
3422,1,PC,KP,2459276.585,0.0005075,3.7788872,0.0000038,14.346,0.856771,1.05,0,0,,,89,0.2,0,found in faint-star QLP search
3423,1,PC,FP,2459248.479,0.0021161,2.5313424,0.0000104,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3424,1,PC,FP,2459279.471,0.0015184,0.6691882,0.000002,9.96751,0.734671,1.39,0,0,,,89,0.2,0,found in faint-star QLP search
3425,1,PC,PC,2459252.829,0.0034024,0.765415,0.0000042,8.47671,,1.12,0,0,,,89,0.2,0,found in faint-star QLP search
3426,1,PC,PC,2459570.358,0.0008155,6.1786733,0.0000092,18.581,1.09717,1.04,0,0,,,89,0.2,0,found in faint-star QLP search
3427,1,PC,PC,2459248.894,0.0016031,2.9526508,0.0000078,17.072,0.991048,1.05,0,0,,,89,0.2,0,found in faint-star QLP search
3428,1,PC,PC,2459274.294,0.009258,5.3945125,0.000123,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3429,1,PC,PC,2459251.255,0.0015202,13.9311096,0.0000657,14.0219,0.739155,1.31,0,0,,,89,0.2,0,found in faint-star QLP search
3430,1,PC,APC,2459243.223,0.0015383,5.0949767,0.0000153,15.7588,0.860436,1.31,0,0,,,89,0.2,0,found in faint-star QLP search
3431,1,PC,PC,2459247.432,0.0017046,3.919695,0.0000136,19.0078,,1.3,0,0,,,89,0.2,0,found in faint-star QLP search
3432,1,PC,PC,2458533.148,0.0100496,9.1394374,0.0036266,,,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3433,1,PC,PC,2459246.895,0.0017106,2.7765784,0.0000094,6.07883,0.502703,0.68,0,0,,,89,0.2,0,found in faint-star QLP search
3434,1,PC,PC,2459249.549,0.0011368,3.1510024,0.0000081,12.7872,1.82961,1.08,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3435,1,PC,FP,2459260.036,0.0007724,11.8885643,0.0000176,19.2143,,0.69,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3436,1,PC,FP,2459277.091,0.0029202,1.3955317,0.0000077,10.461,0.718734,1.04,0,0,,,89,0.2,0,found in faint-star QLP search
3437,1,PC,PC,2459273.843,0.001529,4.9873145,0.000015,10.8407,,1.19,0,0,,,89,0.2,0,found in faint-star QLP search
3438,1,PC,PC,2459578.54,0.0014576,1.6660179,0.0000046,10.257,1.13691,1.16,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3439,1,PC,PC,2458650.035,0.002542,5.9340538,0.0005342,18.6096,,0.92,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3440,1,PC,FP,2458650.326,0.005484,1.7167587,0.0013282,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3441,1,PC,PC,2458652.217,0.0038118,4.2589858,0.0005138,9.04033,,1.03,0,0,,,89,0.2,0,found in faint-star QLP search
3442,1,PC,PC,2458647.574,0.0031565,3.4558076,0.0009803,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3443,1,PC,PC,2458651.184,0.0071181,1.0083896,0.0002222,13.9145,1.05667,1.47,0,0,,,89,0.2,0,found in faint-star QLP search
3444,1,PC,PC,2458650.459,0.0020013,2.7194314,0.0003866,17.8849,1.11046,1.35,0,0,,,89,0.2,0,found in faint-star QLP search
3445,1,PC,PC,2458647.654,0.0023325,2.9870391,0.0007303,14.9926,1.20228,0.77,0,0,,,89,0.2,0,found in faint-star QLP search
3446,1,PC,PC,2458651.899,0.0028864,1.8530226,0.0004212,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3447,1,PC,PC,2458651.478,0.0043276,3.6554805,0.0012363,10.6406,0.654295,1.1,0,0,,,89,0.2,0,found in faint-star QLP search
3448,1,PC,PC,2458652.148,0.0029885,2.1638577,0.0005354,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3449,1,PC,PC,2458651.043,0.0031644,3.8255457,0.001412,15.7418,0.937182,1.26,0,0,,,89,0.2,0,found in faint-star QLP search
3450,1,PC,PC,2459353.648,0.0006746,3.6387748,0.0000063,,,,0,0,,,89,0.2,0,found in faint-star QLP search; no stellar radius
3451,1,PC,PC,2458647.345,0.0026045,8.7264492,0.0018746,10.7688,0.702122,0.97,0,0,,,89,0.2,0,found in faint-star QLP search
3452,1,PC,PC,2458650.967,0.0096734,2.8389566,0.0008609,13.1038,,0.99,0,0,,,89,0.2,0,found in faint-star QLP search
3453,1,PC,PC,2458645.098,0.0070166,4.3604094,0.0012205,12.3669,0.811309,1.16,0,0,,,89,0.2,0,found in faint-star QLP search
3454,1,PC,PC,2458648.363,0.002177,3.9421637,0.0003305,12.304,0.729126,1.11,0,0,,,89,0.2,0,found in faint-star QLP search
3455,1,PC,PC,2458651.745,0.0025826,0.422425,0.0000295,8.6772,,0.9,0,0,,,89,0.2,0,found in faint-star QLP search
3456,1,PC,PC,2458645.835,0.0011655,17.0328519,0.0016371,11.822,0.782034,0.83,0,0,,,89,0.2,0,found in faint-star QLP search
3457,1,PC,PC,2458618.36,0.002619,32.5984753,0.0028992,9.33793,0.575923,1.13,0,0,,,89,0.2,0,found in faint-star QLP search
3458,1,PC,PC,2458650.067,0.0010089,3.1730487,0.0001127,11.9466,0.874294,0.84,0,0,,,89,0.2,0,found in faint-star QLP search; CTOI from Olmschenk et al. (2021)
3459,1,PC,PC,2458641.797,0.0084895,8.491977,0.0028147,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3460,1,PC,PC,2459378.778,0.0013449,4.6288384,0.0000292,17.2704,0.794132,1.375,0,0,,,89,0.2,0,found in faint-star QLP search
3461,1,PC,PC,2458648.138,0.0052058,11.4526165,0.0020033,10.7209,0.645806,1.18,0,0,,,89,0.2,0,found in faint-star QLP search
3462,1,PC,PC,2458651.075,0.0046471,6.3903083,0.0009161,7.75489,0.632451,0.96,0,0,,,89,0.2,0,found in faint-star QLP search
3463,1,PC,PC,2458651.56,0.0114978,2.2538878,0.0008573,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3464,1,PC,PC,2458651.909,0.0034276,3.6496191,0.000933,12.2884,0.823697,1.26,0,0,,,89,0.2,0,found in faint-star QLP search
3465,1,PC,PC,2458648.456,0.0040435,3.9577588,0.0006778,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3466,1,PC,FP,2458651.974,0.0136817,1.862908,0.0020072,13.9775,5.68226,1,0,0,,,89,0.2,0,found in faint-star QLP search
3467,1,PC,FP,2458652.437,0.0029969,0.7799194,0.000053,9.09676,0.647777,0.96,0,0,,,89,0.2,0,found in faint-star QLP search
3468,1,PC,FP,2458647.686,0.0030665,3.3789946,0.0002786,8.56973,,0.78,0,0,,,89,0.2,0,found in faint-star QLP search
3469,1,PC,PC,2458649.587,0.0020644,2.6567856,0.0004104,19.7338,1.09442,1.47,0,0,,,89,0.2,0,found in faint-star QLP search
3470,1,PC,PC,2458650.608,0.002193,3.2409662,0.0001611,16.9777,,1.05,0,0,,,89,0.2,0,found in faint-star QLP search
3471,1,PC,PC,2458645.217,0.0021446,8.7540721,0.0018254,11.9378,0.654882,1.01,0,0,,,89,0.2,0,found in faint-star QLP search
3472,1,PC,FP,2458651.449,0.0028281,1.5810556,0.0003538,13.941,,1.1,0,0,,,89,0.2,0,found in faint-star QLP search
3473,1,PC,PC,2458650.301,0.0027823,4.036755,0.0008631,17.3875,,1.38,0,0,,,89,0.2,0,found in faint-star QLP search
3474,1,PC,PC,2458652.592,0.0026486,3.8789319,0.0007072,13.8765,0.74347,1.13,0,0,,,89,0.2,0,found in faint-star QLP search
3475,1,PC,PC,2458649.58,0.0010969,2.7806863,0.0002552,17.6488,0.815327,1.75,0,0,,,89,0.2,0,found in faint-star QLP search
3476,1,PC,PC,2458651.41,0.0029638,4.3198766,0.0008385,15.2615,0.865007,1.78,0,0,,,89,0.2,0,found in faint-star QLP search
3477,1,PC,PC,2458647.99,0.0070354,3.3614287,0.0023058,14.3524,,1.17,0,0,,,89,0.2,0,found in faint-star QLP search
3478,1,PC,PC,2458650.343,0.0010914,1.8285101,0.0002186,19.8195,1.16883,1.14,0,0,,,89,0.2,0,found in faint-star QLP search
3479,1,PC,PC,2458648.289,0.0054001,2.1968475,0.0011794,11.5816,,1,0,0,,,89,0.2,0,found in faint-star QLP search
3480,1,PC,PC,2458650.197,0.0014311,2.1301227,0.000263,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3481,1,PC,PC,2458648.07,0.0077565,4.9198255,0.0011224,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3482,1,PC,FP,2459359.547,0.0013316,0.9714298,0.0000029,8.81333,0.626163,1.33,0,0,,,89,0.2,0,found in faint-star QLP search; TFOP FP; retired as EB
3483,1,PC,PC,2458651.047,0.0026716,1.4466801,0.0001253,12.4403,0.822934,1.07,0,0,,,89,0.2,0,found in faint-star QLP search
3484,1,PC,PC,2458649.71,0.0027895,5.1904979,0.0011971,16.0969,0.848814,1.19,0,0,,,89,0.2,0,found in faint-star QLP search
3485,1,PC,PC,2459382.714,0.0025243,11.8413467,0.0000607,2.20757,0.187216,0.72,0,0,,,89,0.2,0,found in faint-star QLP search
3486,1,PC,PC,2458650.65,0.0010733,2.2177825,0.0001585,10.2105,0.704689,0.79,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3487,1,PC,APC,2459378.988,0.0006137,16.0085751,0.0008264,19.3218,2.35152,1.09,0,0,,,89,0.2,0,found in faint-star QLP search; TFOP APC/BEB
3488,1,PC,PC,2458641.671,0.0078402,6.9628431,0.004174,2.94249,0.270149,1.02,0,0,,,89,0.2,0,found in faint-star QLP search
3489,1,PC,PC,2458651.937,0.0019275,3.7832209,0.0005187,13.7338,0.887693,0.9,0,0,,,89,0.2,0,found in faint-star QLP search
3490,1,PC,PC,2458643.585,0.0009393,9.1311059,0.0004851,14.4744,1.07503,0.88,0,0,,,89,0.2,0,found in faint-star QLP search
3491,1,PC,PC,2458647.804,0.0010033,2.4038861,0.0002236,21.5587,,,0,0,,,89,0.2,0,found in faint-star QLP search
3492,1,PC,PC,2459323.745,0.0007495,9.2226358,0.000337,15.3135,0.659742,1.25,0,0,,,89,0.2,0,large PC
3493,1,PC,PC,2459313.045,0.00229288,16.32346103,0.00328345,3.387709456,1.1257042,1.06,0,0,,,89,0.2,0,period could be half (8.16 d); first transit on momentum dump but looks okay
3494,1,PC,PC,2459310.021,0.002044769,7.748611962,2.23E-05,2.216882761,0.79533786,0.285561,0,0,,,89,0.2,0,potential L1 candidate
3495,1,PC,PC,2459347.162,0.0027228,8.413003379,2.53E-05,4.374160375,2.483735,1.35,0,0,,,89,0.2,0,Potential centroid shift from S38 in the same direction as (less-significant) S37 shift and is suggestive of NEB
3496,1,PC,PC,2459329.672,0.0017924,1.5505443,0.0000052,8.39331,0.498062,2.86,0,0,,,89,0.2,0,there might be synchronized stellar variability
3497,1,PC,KP,2459310.817,0.001417362,4.218068676,0.000442935,9.867901169,0.18708754,,0,0,,,89,0.2,0,HATS-58 A b; spoc is assuming solar radius
3498,1,PC,PC,2459353.244,0.0040415,4.8768783,0.0000539,4.71563,0.438282,0.72,0,0,,,89,0.2,0,likely blended binary; significant secondary
3499,1,PC,PC,2459307.959,0.002955319,4.60012638,0.000985915,19.53582216,1.4528362,1.01,0,0,,,89,0.2,0,Large but could still be inflated; possible EB
3500,1,PC,PC,2459307.988,0.006547467,7.351064218,0.003029799,3.996536965,1.929498,0.94,0,0,,,89,0.2,0,weak signal
3501,1,PC,APC,2459313.472,0.000359817,15.34925508,0.000514485,18.73614848,1.4234569,1.099,0,0,,,89,0.2,0,period could be half (7.676 d); likely EB
3502,1,PC,PC,2459307.389,0.003144226,3.446289873,0.00066885,15.02922006,24.457378,1.87,0,0,,,89,0.2,0,Gaia DR2 RV error ~5.4 km/s; likely EB
3503,1,PC,PC,2459307.63,0.001578115,1.18860986,0.000136396,9.322512296,1.0391116,2.08,0,0,,,89,0.2,0,possible odd-even; star is a pulsator
3504,1,PC,APC,2458706.275,0.0007642,2.1571377,0.0001332,14.4936,0.764248,1.06,0,0,,,89,0.2,0,found in faint-star QLP search
3505,1,PC,PC,2458709.105,0.0037489,2.9174252,0.0007356,8.06456,,,0,0,,,89,0.2,0,found in faint-star QLP search
3506,1,PC,PC,2458704.135,0.0044381,4.4983204,0.0021377,12.4633,0.9518,0.978,0,0,,,89,0.2,0,found in faint-star QLP search
3507,1,PC,FP,2458708.664,0.0080666,1.7561019,0.001041,8.43478,,0.801,0,0,,,89,0.2,0,low SNR; found in faint-star QLP search
3508,1,PC,FP,2458707.692,0.0041384,1.2997811,0.0003363,13.6803,0.895715,1.13,0,0,,,89,0.2,0,found in faint-star QLP search
3509,1,PC,PC,2458704.844,0.0030111,5.1098975,0.0013309,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3510,1,PC,PC,2458709.208,0.0043455,2.8729345,0.001054,11.9025,0.823865,1.029,0,0,,,89,0.2,0,found in faint-star QLP search
3511,1,PC,PC,2458709.853,0.0029208,1.0851937,0.0001468,22.7823,,0.74,0,0,,,89,0.2,0,found in faint-star QLP search
3512,1,PC,FP,2458708.892,0.0021615,1.7113115,0.0002522,,,,0,0,,,89,0.2,0,some odd-even; V-shaped; found in faint-star QLP search
3513,1,PC,PC,2458708.352,0.0059849,2.9845019,0.0011973,15.4097,1.28888,,0,0,,,89,0.2,0,found in faint-star QLP search
3514,1,PC,PC,2458708.55,0.003581,1.5052542,0.0003439,14.3666,1.18188,1,0,0,,,89,0.2,0,found in faint-star QLP search
3515,1,PC,PC,2458710.109,0.0041443,3.0407351,0.0009227,9.38422,,,0,0,,,89,0.2,0,found in faint-star QLP search
3516,1,PC,PC,2458708.97,0.0030296,2.5016871,0.0005087,10.2148,1.84548,1.05,0,0,,,89,0.2,0,found in faint-star QLP search
3517,1,PC,PC,2458704.595,0.0026198,3.3691463,0.0007096,13.5263,,1.02,0,0,,,89,0.2,0,found in faint-star QLP search
3518,1,PC,PC,2458710.181,0.0056037,2.9661661,0.0010404,16.476,0.849796,,0,0,,,89,0.2,0,found in faint-star QLP search
3519,1,PC,PC,2458705.477,0.0027641,3.5000546,0.0007719,13.128,0.828958,1.06,0,0,,,89,0.2,0,found in faint-star QLP search
3520,1,PC,PC,2458709.339,0.0056497,3.0098815,0.0010985,14.062,,1.1,0,0,,,89,0.2,0,found in faint-star QLP search
3521,1,PC,PC,2458731.17,0.0030957,3.2448913,0.0006858,,,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3522,1,PC,PC,2458731.3,0.0031839,3.3422985,0.0003698,10.9529,0.804818,0.907,0,0,,,89,0.2,0,found in faint-star QLP search
3523,1,PC,PC,2458730.497,0.00127,2.3050165,0.0002727,17.038,1.01996,1.36,0,0,,,89,0.2,0,found in faint-star QLP search
3524,1,PC,FP,2458731.299,0.0034507,3.3418892,0.0004222,13.4003,,0.795,0,0,,,89,0.2,0,found in faint-star QLP search
3525,1,PC,FP,2458731.568,0.0043856,0.8912218,0.0003058,15.1782,1.1299,1.21,0,0,,,89,0.2,0,found in faint-star QLP search
3526,1,PC,FP,2458733.088,0.0069156,1.5380702,0.0003362,18.9812,,1.16,0,0,,,89,0.2,0,found in faint-star QLP search
3527,1,PC,PC,2458733.412,0.0036429,1.7555273,0.0002187,18.3838,1.42238,1.07,0,0,,,89,0.2,0,found in faint-star QLP search
3528,1,PC,PC,2458731.528,0.0022082,1.9747982,0.0003652,,,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3529,1,PC,PC,2458729.109,0.0015547,2.5858774,0.0004241,15.453,0.529225,,0,0,,,89,0.2,0,found in faint-star QLP search
3530,1,PC,APC,2458732.545,0.0026218,1.3570772,0.000139,,,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3531,1,PC,APC,2458731.875,0.0007675,3.8097432,0.0002935,19.0102,0.915049,1.41,0,0,,,89,0.2,0,found in faint-star QLP search
3532,1,PC,PC,2458733.636,0.0037509,2.4562334,0.0002868,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3533,1,PC,PC,2458727.428,0.0016632,4.3170096,0.0002666,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3535,1,PC,PC,2458731.331,0.0084336,1.9122976,0.001218,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3536,1,PC,FP,2458732.821,0.0015932,1.8532983,0.0000998,,,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3537,1,PC,FP,2458733.583,0.0027388,5.6143398,0.0005275,20.3374,7.31029,1.056,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3538,1,PC,PC,2458719.186,0.0047732,7.3065193,0.0022811,14.3139,,1.26,0,0,,,89,0.2,0,found in faint-star QLP search
3539,1,PC,PC,2458721.923,0.0024909,6.0993988,0.0006457,13.1823,,1.22,0,0,,,89,0.2,0,found in faint-star QLP search
3540,1,PC,PC,2458731.622,0.0011152,3.119885,0.0002767,11.0726,1.10432,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3541,1,PC,PC,2458731.098,0.0037231,2.531951,0.0004078,10.8888,,1.057,0,0,,,89,0.2,0,found in faint-star QLP search
3542,1,PC,APC,2458729.233,0.0012926,4.2021156,0.0002164,14.3142,0.665652,1.42,0,0,,,89,0.2,0,found in faint-star QLP search
3543,1,PC,PC,2458726.652,0.0018926,6.4817847,0.0004854,22.17,,,0,0,,,89,0.2,0,found in faint-star QLP search
3544,1,PC,PC,2458729.485,0.0013178,2.2025898,0.0002934,,,,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3545,1,PC,PC,2458730.711,0.0031086,3.1874719,0.0004101,16.6973,0.915371,1.37,0,0,,,89,0.2,0,found in faint-star QLP search
3546,1,PC,PC,2458730.236,0.0041437,5.2013369,0.0009052,10.3443,0.668201,1.15,0,0,,,89,0.2,0,found in faint-star QLP search
3547,1,PC,PC,2458727.091,0.0030558,4.1640957,0.0004731,15.8327,,0.87,0,0,,,89,0.2,0,found in faint-star QLP search
3548,1,PC,FP,2458733.08,0.0010169,0.3093954,0.0000104,15.7244,,0.77,0,0,,,89,0.2,0,ultra-short orbital period; found in faint-star QLP search
3549,1,PC,PC,2458732.187,0.0065569,1.8640574,0.0004344,12.411,4.07624,1.34,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3550,1,PC,PC,2458732.214,0.0030141,1.1241426,0.0002695,7.71403,0.533003,1.84,0,0,,,89,0.2,0,found in faint-star QLP search
3551,1,PC,PC,2458732.965,0.0033965,3.1930364,0.0008937,14.0706,0.8362,1.29,0,0,,,89,0.2,0,found in faint-star QLP search
3552,1,PC,PC,2458732.728,0.0030345,0.9285214,0.000237,13.5803,1.41143,1.16,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3553,1,PC,PC,2458730.922,0.0009054,1.9408546,0.0001617,11.077,,,0,0,,,89,0.2,0,found in faint-star QLP search
3554,1,PC,PC,2458732.198,0.0029413,1.6130456,0.0004391,,,,0,0,,,89,0.2,0,found in faint-star QLP search
3555,1,PC,PC,2458726.166,0.0022323,5.2710696,0.000449,10.1495,2.21206,,0,0,,,89,0.2,0,found in faint-star QLP search
3556,1,PC,PC,2458728.164,0.0022114,4.1184449,0.0008019,18.5376,1.12641,1.27,0,0,,,89,0.2,0,found in faint-star QLP search
3558,1,PC,PC,2458732.975,0.007269,2.5677892,0.0014145,14.5702,,1.06,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3559,1,PC,PC,2459442.566,0.0016828,2.54023,0.0000079,14.2684,0.690483,2.37,0,0,,,89,0.2,0,found in faint-star QLP search; potential other transit-like events in lightcurve (~1712 and 1728 TBJD)
3560,1,PC,PC,2458732.072,0.0046125,1.9803329,0.0007147,5.06491,0.322804,1.275,0,0,,,89,0.2,0,found in faint-star QLP search
3561,1,PC,PC,2458726.839,0.004425,4.127669,0.0007391,20.2925,1.21762,1.85,0,0,,,89,0.2,0,found in faint-star QLP search
3562,1,PC,FP,2458732.454,0.0064229,1.3298469,0.0003009,6.98364,2.55227,1.177,0,0,,,89,0.2,0,V-shaped; found in faint-star QLP search
3563,1,PC,KP,2458729.196,0.0020141,17.8739396,0.0012289,14.3067,0.701247,1.454,0,0,,,89,0.2,0,found in faint-star QLP search
3564,1,PC,PC,2458732.854,0.0017052,4.0872947,0.0002449,19.6235,0.846381,1.6,0,0,,,89,0.2,0,found in faint-star QLP search
3565,1,PC,FP,2458727.428,0.0015976,4.3170598,0.0002595,12.9424,0.684476,1.113,0,0,,,89,0.2,0,found in faint-star QLP search
3566,1,PC,PC,2458733.521,0.0037199,1.7644357,0.0001892,19.0497,,1.32,0,0,,,89,0.2,0,found in faint-star QLP search
3567,1,PC,PC,2458733.354,0.0016483,1.9995156,0.0002854,12.8831,1.57898,1.01,0,0,,,89,0.2,0,found in faint-star QLP search
3568,1,PC,PC,2458730.235,0.0034287,4.4199503,0.001385,6.76565,0.541135,0.792,0,0,,,89,0.2,0,found in faint-star QLP search
3569,1,PC,PC,2458729.82,0.0012108,4.5958352,0.0001853,14.0729,,,0,0,,,89,0.2,0,found in faint-star QLP search
